instanceIndex,seedIndex,vpcGenerator,terms,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,primalBound,vpcGenerationTime,rootDualBoundTime,bestSolutionTime,terminationTime,nodes,iterations,maxTime,actualTerms,numCuts,cutLimit,mipSolver,providePrimalBound,infeasibleTerms,feasibleToInfeasibleTerms,infeasibleToFeasibleTerms,termRemainsFeasibleBasisInfeasible,cutsChangedCoefficients,feasibleTermsPrunedByBound,tighten_disjunction,tighten_matrix_perturbation,tighten_infeasible_to_feasible_term,tighten_feasible_to_infeasible_basis,rootIterations,rootNodes
0,0,New,64,20.570922,30.168224,29.912589,29.942636,34.000000,34.000000,1.538611,1.553478,1.538611,2.329561,726,3027,3600.000000,64,6,6,SYMPHONY,1,2,0,0,0,0,0,0,0,0,0,19,1
1,0,Farkas,64,26.314624,32.456123,30.350762,31.381908,42.000000,42.000000,0.136871,0.151383,0.136871,1.906404,1670,6337,3600.000000,64,6,0,SYMPHONY,1,2,0,0,0,0,0,0,0,0,0,17,1
10,0,Farkas,64,18.276008,24.449785,23.417772,23.666852,29.000000,29.000000,0.135934,0.144187,0.135934,1.057026,816,3356,3600.000000,64,6,0,SYMPHONY,1,2,0,0,0,0,0,0,0,0,0,13,1
2,0,Farkas,64,21.775884,28.978479,27.089069,27.162520,35.000000,35.000000,0.134478,0.147543,0.134478,1.352255,1074,4354,3600.000000,64,6,0,SYMPHONY,1,2,0,0,0,0,0,0,0,0,0,14,1
3,0,Farkas,64,24.149033,30.752688,28.078106,28.790365,37.000000,37.000000,0.136113,0.147893,0.136113,1.634584,1379,5102,3600.000000,64,6,0,SYMPHONY,1,2,0,0,0,0,0,0,0,0,0,13,1
4,0,Farkas,64,17.007102,21.748164,20.516922,20.600819,30.000000,30.000000,0.136744,0.150797,0.136744,0.896056,654,2927,3600.000000,64,6,0,SYMPHONY,1,2,0,0,0,0,0,0,0,0,0,15,1
5,0,Farkas,64,17.734946,24.452809,22.092483,22.286249,28.000000,28.000000,0.135166,0.148108,0.135166,0.992239,751,2989,3600.000000,64,6,0,SYMPHONY,1,2,0,0,0,0,0,0,0,0,0,16,1
6,0,Farkas,64,18.222770,23.804538,21.872629,21.885165,32.000000,32.000000,0.140107,0.156907,0.140107,1.245369,960,4321,3600.000000,64,6,0,SYMPHONY,1,2,0,0,0,0,0,0,0,0,0,15,1
7,0,Farkas,64,20.529117,27.632075,25.571387,25.809222,33.000000,33.000000,0.137920,0.152077,0.137920,1.081278,788,3329,3600.000000,64,6,0,SYMPHONY,1,2,0,0,0,0,0,0,0,0,0,13,1
8,0,Farkas,64,14.311218,22.476998,20.712268,20.816348,27.000000,27.000000,0.134696,0.145513,0.134696,0.678774,500,2010,3600.000000,64,6,0,SYMPHONY,1,2,0,0,0,0,0,0,0,0,0,7,1
9,0,Farkas,64,24.481534,30.137763,27.093106,28.506326,35.000000,35.000000,0.139449,0.150319,0.139449,0.824392,599,2293,3600.000000,64,6,0,SYMPHONY,1,2,0,0,0,0,0,0,0,0,0,15,1
