instanceIndex,seedIndex,vpcGenerator,terms,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,primalBound,vpcGenerationTime,rootDualBoundTime,bestSolutionTime,terminationTime,nodes,iterations,maxTime,actualTerms,numCuts,cutLimit,mipSolver,providePrimalBound,infeasibleTerms,feasibleToInfeasibleTerms,infeasibleToFeasibleTerms,termRemainsFeasibleBasisInfeasible,cutsChangedCoefficients,feasibleTermsPrunedByBound,tighten_disjunction,tighten_matrix_perturbation,tighten_infeasible_to_feasible_term,tighten_feasible_to_infeasible_basis,rootIterations,rootNodes
0,0,DisjWarmStart,64,20.570922,21.483725,20.570922,21.483725,34.000000,34.000000,0.000004,0.008935,0.000004,0.888404,928,3188,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,7,1
1,0,DisjWarmStart,64,26.314624,35.433637,26.314624,35.433637,42.000000,42.000000,0.000001,0.000363,0.000001,0.712801,1819,3341,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,0,794
10,0,DisjWarmStart,64,18.276008,27.347826,18.276008,27.347826,29.000000,29.000000,0.000001,0.000405,0.000001,0.586639,1819,3312,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,0,909
2,0,DisjWarmStart,64,21.775884,31.575322,21.775884,31.575322,35.000000,35.000000,0.000001,0.000407,0.000001,0.561584,1821,2704,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,0,909
3,0,DisjWarmStart,64,24.149033,33.904459,24.149033,33.904459,37.000000,37.000000,0.000002,0.000404,0.000002,0.561643,1821,2607,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,0,910
4,0,DisjWarmStart,64,17.007102,26.657027,17.007102,26.657027,30.000000,30.000000,0.000002,0.000403,0.000002,0.541690,1821,2402,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,0,910
5,0,DisjWarmStart,64,17.734946,26.374150,17.734946,26.374150,28.000000,28.000000,0.000002,0.000417,0.000002,0.557822,1821,2809,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,0,910
6,0,DisjWarmStart,64,18.222770,28.246750,18.222770,28.246750,32.000000,32.000000,0.000003,0.000411,0.000003,0.604714,1825,3411,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,0,910
7,0,DisjWarmStart,64,20.529117,28.658865,20.529117,28.658865,33.000000,33.000000,0.000001,0.000401,0.000001,0.569629,1825,3043,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,0,912
8,0,DisjWarmStart,64,14.311218,25.453902,14.311218,25.453902,27.000000,27.000000,0.000002,0.000394,0.000002,0.529113,1825,2353,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,0,912
9,0,DisjWarmStart,64,24.481534,33.000000,24.481534,33.000000,35.000000,35.000000,0.000002,0.000357,0.000002,0.546366,1827,2689,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,0,912
