instanceIndex,seedIndex,vpcGenerator,terms,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,primalBound,vpcGenerationTime,rootDualBoundTime,bestSolutionTime,terminationTime,nodes,iterations,maxTime,actualTerms,numCuts,cutLimit,mipSolver,providePrimalBound,infeasibleTerms,feasibleToInfeasibleTerms,infeasibleToFeasibleTerms,termRemainsFeasibleBasisInfeasible,cutsChangedCoefficients,feasibleTermsPrunedByBound,tighten_disjunction,tighten_matrix_perturbation,tighten_infeasible_to_feasible_term,tighten_feasible_to_infeasible_basis,rootIterations,rootNodes
0,0,DisjWarmStart,64,20.570922,21.483725,20.570922,21.483725,34.000000,34.000000,0.000002,0.008332,0.000002,0.892396,928,3188,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,7,1
1,0,DisjWarmStart,64,8.338426,14.737705,8.338426,14.737705,17.000000,17.000000,0.000002,0.000390,0.000002,0.567620,1593,3861,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,0,794
10,0,DisjWarmStart,64,11.583029,19.637359,11.583029,19.637359,23.000000,23.000000,0.000002,0.000368,0.000002,0.566514,1593,3590,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,0,796
2,0,DisjWarmStart,64,19.475214,27.514225,19.475214,27.514225,30.000000,30.000000,0.000002,0.000360,0.000002,0.544877,1593,3603,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,0,796
3,0,DisjWarmStart,64,19.089616,26.795918,19.089616,26.795918,34.000000,34.000000,0.000002,0.000361,0.000002,0.586859,1593,3784,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,0,796
4,0,DisjWarmStart,64,17.695924,23.613603,17.695924,23.613603,37.000000,37.000000,0.000002,0.000356,0.000002,1.168671,2293,6303,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,0,796
5,0,DisjWarmStart,64,22.756358,25.668023,22.756358,25.668023,37.000000,37.000000,0.000001,0.000530,0.000001,1.012465,2413,6289,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,0,1146
6,0,DisjWarmStart,64,30.349013,38.372926,30.349013,38.372926,45.000000,45.000000,0.000002,0.000578,0.000002,0.951097,2429,6704,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,0,1206
7,0,DisjWarmStart,64,30.890388,32.659686,30.890388,32.659686,40.000000,40.000000,0.000001,0.000573,0.000001,0.988521,2469,6897,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,0,1214
8,0,DisjWarmStart,64,23.782916,25.031286,23.782916,25.031286,37.000000,37.000000,0.000001,0.000528,0.000001,1.029793,2543,6854,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,0,1234
9,0,DisjWarmStart,64,18.146803,27.333652,18.146803,27.333652,30.000000,30.000000,0.000001,0.000557,0.000001,0.849875,2543,5360,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,0,1271
