instanceIndex,seedIndex,vpcGenerator,terms,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,primalBound,vpcGenerationTime,rootDualBoundTime,bestSolutionTime,terminationTime,nodes,iterations,maxTime,actualTerms,numCuts,cutLimit,mipSolver,providePrimalBound,infeasibleTerms,feasibleToInfeasibleTerms,infeasibleToFeasibleTerms,termRemainsFeasibleBasisInfeasible,cutsChangedCoefficients,feasibleTermsPrunedByBound,tighten_disjunction,tighten_matrix_perturbation,tighten_infeasible_to_feasible_term,tighten_feasible_to_infeasible_basis,rootIterations,rootNodes
0,0,New,64,20.570922,30.168224,29.912589,21.483725,34.000000,34.000000,1.542119,1.553829,1.542119,2.329096,726,3027,3600.000000,64,6,6,SYMPHONY,1,2,0,0,0,0,0,0,0,0,0,19,1
1,0,NoDisjunction,64,30.627389,34.632913,30.627389,33.106375,56.000000,56.000000,0.178520,0.194961,0.178520,2.254266,1804,8448,3600.000000,64,6,0,SYMPHONY,1,30,28,0,34,0,0,0,1,1,1,17,1
10,0,NoDisjunction,64,19.796967,22.702409,19.796967,20.314370,25.000000,25.000000,0.158266,0.168795,0.158266,0.269548,81,354,3600.000000,64,6,0,SYMPHONY,1,9,9,2,53,0,0,0,1,1,1,18,1
2,0,NoDisjunction,64,30.431036,33.753781,30.431036,30.836147,44.000000,44.000000,0.168281,0.175352,0.168281,1.566856,1211,4790,3600.000000,64,6,0,SYMPHONY,1,7,6,1,56,0,0,0,1,1,1,8,1
3,0,NoDisjunction,64,24.133896,29.081205,28.980907,25.786042,35.000000,35.000000,0.418315,0.432350,0.418315,0.873422,392,1631,3600.000000,64,6,0,SYMPHONY,1,12,10,0,50,0,0,0,1,1,1,18,1
4,0,NoDisjunction,64,32.460951,35.234401,32.460951,34.415470,47.000000,47.000000,0.168724,0.180459,0.168724,1.157056,855,3239,3600.000000,64,6,0,SYMPHONY,1,22,20,0,42,0,0,0,1,1,1,12,1
5,0,NoDisjunction,64,21.653160,24.819514,24.674497,21.661922,30.000000,30.000000,0.477134,0.488947,0.477134,1.265688,695,2478,3600.000000,64,6,0,SYMPHONY,1,1,0,1,60,0,0,0,1,1,1,18,1
6,0,NoDisjunction,64,21.514743,23.677661,23.117828,22.283262,26.000000,26.000000,0.491725,0.504804,0.491725,0.726957,183,726,3600.000000,64,6,0,SYMPHONY,1,2,1,1,59,0,0,0,1,1,1,14,1
7,0,NoDisjunction,64,26.543742,29.814491,26.543742,28.837792,43.000000,43.000000,0.164036,0.173793,0.164036,1.751247,1400,5638,3600.000000,64,6,0,SYMPHONY,1,24,22,0,40,0,0,0,1,1,1,12,1
8,0,NoDisjunction,64,33.948980,35.618916,33.948980,34.868472,45.000000,45.000000,0.172956,0.183697,0.172956,0.978009,661,2974,3600.000000,64,6,0,SYMPHONY,1,26,24,0,38,0,0,0,1,1,1,12,1
9,0,NoDisjunction,64,36.282748,42.943452,36.282748,37.876529,49.000000,49.000000,0.169353,0.178813,0.169353,0.416951,196,946,3600.000000,64,6,0,SYMPHONY,1,31,29,0,33,0,0,0,1,1,1,15,1
