instanceIndex,seedIndex,vpcGenerator,terms,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,primalBound,vpcGenerationTime,rootDualBoundTime,bestSolutionTime,terminationTime,nodes,iterations,maxTime,actualTerms,numCuts,cutLimit,mipSolver,providePrimalBound,infeasibleTerms,feasibleToInfeasibleTerms,infeasibleToFeasibleTerms,termRemainsFeasibleBasisInfeasible,cutsChangedCoefficients,feasibleTermsPrunedByBound,tighten_disjunction,tighten_matrix_perturbation,tighten_infeasible_to_feasible_term,tighten_feasible_to_infeasible_basis,rootIterations,rootNodes
0,0,New,64,20.570922,30.168224,29.912589,21.483725,34.000000,34.000000,1.537890,1.552889,1.537890,2.340054,726,3027,3600.000000,64,6,6,SYMPHONY,1,2,0,0,0,0,0,0,0,0,0,19,1
1,0,Farkas,64,8.338426,10.105994,8.875899,8.629629,17.000000,17.000000,0.146317,0.155064,0.146317,0.521353,297,1267,3600.000000,64,6,0,SYMPHONY,1,2,0,0,0,0,0,0,0,0,0,12,1
10,0,Farkas,64,11.583029,17.052621,13.696874,11.587981,23.000000,23.000000,0.141771,0.157670,0.141771,0.958008,686,2822,3600.000000,64,6,0,SYMPHONY,1,2,0,0,0,0,0,0,0,0,0,13,1
2,0,Farkas,64,19.475214,23.534731,21.221366,20.556566,30.000000,30.000000,0.144266,0.153649,0.144266,0.608751,400,1568,3600.000000,64,6,0,SYMPHONY,1,2,0,0,0,0,0,0,0,0,0,12,1
3,0,Farkas,64,19.089616,21.362491,19.237698,19.654330,34.000000,34.000000,0.148066,0.161786,0.148066,0.673456,434,1834,3600.000000,64,6,0,SYMPHONY,1,2,0,0,0,0,0,0,0,0,0,13,1
4,0,Farkas,64,17.695924,21.987209,18.205872,17.721983,37.000000,37.000000,0.148533,0.159989,0.148533,2.358285,1849,7806,3600.000000,64,6,0,SYMPHONY,1,2,0,0,0,0,0,0,0,0,0,10,1
5,0,Farkas,64,22.756358,25.135861,22.804108,24.705144,37.000000,37.000000,0.147050,0.161022,0.147050,1.355684,1028,4400,3600.000000,64,6,0,SYMPHONY,1,2,0,0,0,0,0,0,0,0,0,14,1
6,0,Farkas,64,30.349013,32.475210,31.799532,32.197194,45.000000,45.000000,0.147777,0.157871,0.147777,1.332709,1098,3920,3600.000000,64,6,0,SYMPHONY,1,2,0,0,0,0,0,0,0,0,0,14,1
7,0,Farkas,64,30.890388,32.213413,30.899026,31.701915,40.000000,40.000000,0.149023,0.159073,0.149023,1.391508,1142,3845,3600.000000,64,6,0,SYMPHONY,1,2,0,0,0,0,0,0,0,0,0,10,1
8,0,Farkas,64,23.782916,23.787832,23.782916,24.256526,37.000000,37.000000,0.149059,0.160924,0.149059,1.598976,1203,4788,3600.000000,64,6,0,SYMPHONY,1,2,0,0,0,0,0,0,0,0,0,10,1
9,0,Farkas,64,18.146803,22.867605,18.874386,19.791427,30.000000,30.000000,0.146380,0.158166,0.146380,0.401252,194,1004,3600.000000,64,6,0,SYMPHONY,1,2,0,0,0,0,0,0,0,0,0,10,1
