instanceIndex,seedIndex,vpcGenerator,terms,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,primalBound,vpcGenerationTime,rootDualBoundTime,bestSolutionTime,terminationTime,nodes,iterations,maxTime,actualTerms,numCuts,cutLimit,mipSolver,providePrimalBound,infeasibleTerms,feasibleToInfeasibleTerms,infeasibleToFeasibleTerms,termRemainsFeasibleBasisInfeasible,cutsChangedCoefficients,feasibleTermsPrunedByBound,tighten_disjunction,tighten_matrix_perturbation,tighten_infeasible_to_feasible_term,tighten_feasible_to_infeasible_basis,rootIterations,rootNodes
0,0,New,64,20.570922,30.168224,29.912589,21.483725,34.000000,34.000000,1.551345,1.566311,1.551345,2.337151,726,3027,3600.000000,64,6,6,SYMPHONY,1,2,0,0,0,0,0,0,0,0,0,19,1
1,0,Farkas,64,18.768323,27.314265,25.517842,20.036382,31.000000,31.000000,0.128045,0.144062,0.128045,0.843270,616,2814,3600.000000,64,6,0,SYMPHONY,1,2,0,0,0,0,0,0,0,0,0,23,1
10,0,Farkas,64,21.165506,29.538210,28.671163,22.164837,36.000000,36.000000,0.124633,0.136494,0.124633,1.356819,1133,4470,3600.000000,64,6,0,SYMPHONY,1,2,0,0,0,0,0,0,0,0,0,17,1
2,0,Farkas,64,18.552679,26.941142,25.940553,19.694179,32.000000,32.000000,0.128307,0.143725,0.128307,0.786138,584,2538,3600.000000,64,6,0,SYMPHONY,1,2,0,0,0,0,0,0,0,0,0,23,1
3,0,Farkas,64,21.023513,30.162255,28.892332,22.110073,34.000000,34.000000,0.130475,0.144762,0.130475,0.763926,580,2197,3600.000000,64,6,0,SYMPHONY,1,2,0,0,0,0,0,0,0,0,0,17,1
4,0,Farkas,64,17.009984,26.219925,24.810359,18.171621,31.000000,31.000000,0.128806,0.142781,0.128806,0.767561,554,2441,3600.000000,64,6,0,SYMPHONY,1,2,0,0,0,0,0,0,0,0,0,13,1
5,0,Farkas,64,24.222865,32.740741,31.648866,24.934096,38.000000,38.000000,0.135417,0.147269,0.135417,1.433012,1200,4570,3600.000000,64,6,0,SYMPHONY,1,2,0,0,0,0,0,0,0,0,0,17,1
6,0,Farkas,64,19.295934,27.625768,26.800563,20.681337,32.000000,32.000000,0.130869,0.142519,0.130869,1.000471,781,3169,3600.000000,64,6,0,SYMPHONY,1,2,0,0,0,0,0,0,0,0,0,25,1
7,0,Farkas,64,20.595558,29.835860,28.737426,20.608165,34.000000,34.000000,0.127418,0.134120,0.127418,1.061115,811,3487,3600.000000,64,6,0,SYMPHONY,1,2,0,0,0,0,0,0,0,0,0,11,1
8,0,Farkas,64,19.392626,26.482759,26.221890,19.439028,31.000000,31.000000,0.127630,0.135359,0.127630,0.651135,463,1936,3600.000000,64,6,0,SYMPHONY,1,2,0,0,0,0,0,0,0,0,0,8,1
9,0,Farkas,64,19.362797,28.330991,27.375185,20.442505,34.000000,34.000000,0.133591,0.148232,0.133591,0.561667,361,1813,3600.000000,64,6,0,SYMPHONY,1,2,0,0,0,0,0,0,0,0,0,23,1
