instanceIndex,seedIndex,vpcGenerator,terms,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,primalBound,vpcGenerationTime,rootDualBoundTime,bestSolutionTime,terminationTime,nodes,iterations,maxTime,actualTerms,numCuts,cutLimit,mipSolver,providePrimalBound,infeasibleTerms,feasibleToInfeasibleTerms,infeasibleToFeasibleTerms,termRemainsFeasibleBasisInfeasible,cutsChangedCoefficients,feasibleTermsPrunedByBound,tighten_disjunction,tighten_matrix_perturbation,tighten_infeasible_to_feasible_term,tighten_feasible_to_infeasible_basis,rootIterations,rootNodes
0,0,None,64,20.570922,20.570922,20.570922,21.483725,34.000000,34.000000,0.000003,0.007390,0.000003,0.890074,928,3188,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,7,1
1,0,None,64,20.786773,20.786773,20.786773,21.483725,34.000000,34.000000,0.000002,0.007042,0.000002,0.616047,654,2512,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,7,1
10,0,None,64,20.797545,20.797545,20.797545,21.695686,34.000000,34.000000,0.000002,0.007430,0.000002,0.793444,851,3097,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,7,1
2,0,None,64,20.379856,20.379856,20.379856,21.483725,34.000000,34.000000,0.000002,0.008587,0.000002,0.960731,1038,3792,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,7,1
3,0,None,64,20.570922,20.570922,20.570922,21.483725,34.000000,34.000000,0.000002,0.007656,0.000002,1.158434,1295,4088,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,7,1
4,0,None,64,20.570922,20.570922,20.570922,21.483725,34.000000,34.000000,0.000001,0.007381,0.000001,0.942879,1042,3472,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,7,1
5,0,None,64,21.143215,21.143215,21.143215,22.037008,34.000000,34.000000,0.000002,0.007164,0.000002,0.761483,811,2943,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,7,1
6,0,None,64,20.570922,20.570922,20.570922,21.483725,34.000000,34.000000,0.000001,0.008673,0.000001,0.973781,1067,3622,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,7,1
7,0,None,64,20.570922,20.570922,20.570922,21.483725,34.000000,34.000000,0.000001,0.007277,0.000001,0.990484,1100,3691,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,7,1
8,0,None,64,21.047707,21.047707,21.047707,21.695686,31.000000,31.000000,0.000002,0.004610,0.000002,0.251228,248,972,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,7,1
9,0,None,64,20.570922,20.570922,20.570922,21.483725,34.000000,34.000000,0.000002,0.007514,0.000002,0.905318,977,3303,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,7,1
