instanceIndex,seedIndex,vpcGenerator,terms,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,primalBound,vpcGenerationTime,rootDualBoundTime,bestSolutionTime,terminationTime,nodes,iterations,maxTime,actualTerms,numCuts,cutLimit,mipSolver,providePrimalBound,infeasibleTerms,feasibleToInfeasibleTerms,infeasibleToFeasibleTerms,termRemainsFeasibleBasisInfeasible,cutsChangedCoefficients,feasibleTermsPrunedByBound,tighten_disjunction,tighten_matrix_perturbation,tighten_infeasible_to_feasible_term,tighten_feasible_to_infeasible_basis,rootIterations,rootNodes
0,0,None,64,20.570922,20.570922,20.570922,21.483725,34.000000,34.000000,0.000003,0.007855,0.000003,0.875709,928,3188,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,7,1
1,0,None,64,20.573797,20.573797,20.573797,21.483725,34.250000,34.250000,0.000001,0.007477,0.000001,0.717146,781,2967,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,7,1
10,0,None,64,20.371673,20.371673,20.371673,21.233725,33.750000,33.750000,0.000001,0.007241,0.000001,0.822441,889,3189,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,7,1
2,0,None,64,20.570922,20.570922,20.570922,21.483725,34.000000,34.000000,0.000002,0.007199,0.000002,0.839117,895,3172,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,7,1
3,0,None,64,20.820922,20.820922,20.820922,21.665021,34.250000,34.250000,0.000001,0.007609,0.000001,0.947565,1047,3774,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,7,1
4,0,None,64,20.820922,20.820922,20.820922,21.733725,34.000000,34.000000,0.000001,0.007296,0.000001,1.019021,1108,3972,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,7,1
5,0,None,64,20.740006,20.740006,20.740006,21.678197,34.250000,34.250000,0.000001,0.007624,0.000001,1.046475,1185,3947,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,10,1
6,0,None,64,20.901838,20.901838,20.901838,21.789253,34.250000,34.250000,0.000001,0.007282,0.000001,1.100632,1213,4193,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,7,1
7,0,None,64,20.570922,20.570922,20.570922,21.483725,34.250000,34.250000,0.000002,0.007276,0.000002,0.995758,1101,3708,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,7,1
8,0,None,64,20.570082,20.570082,20.570082,21.483725,34.250000,34.250000,0.000002,0.007666,0.000002,0.986756,1061,3846,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,7,1
9,0,None,64,20.820922,20.820922,20.820922,21.733725,34.250000,34.250000,0.000002,0.007568,0.000002,1.069224,1167,4002,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,7,1
