instanceIndex,seedIndex,vpcGenerator,terms,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,primalBound,vpcGenerationTime,rootDualBoundTime,bestSolutionTime,terminationTime,nodes,iterations,maxTime,actualTerms,numCuts,cutLimit,mipSolver,providePrimalBound,infeasibleTerms,feasibleToInfeasibleTerms,infeasibleToFeasibleTerms,termRemainsFeasibleBasisInfeasible,cutsChangedCoefficients,feasibleTermsPrunedByBound,tighten_disjunction,tighten_matrix_perturbation,tighten_infeasible_to_feasible_term,tighten_feasible_to_infeasible_basis,rootIterations,rootNodes
0,0,New,64,20.570922,30.168224,29.912589,21.483725,34.000000,34.000000,1.539068,1.554027,1.539068,2.333956,726,3027,3600.000000,64,6,6,SYMPHONY,1,2,0,0,0,0,0,0,0,0,0,19,1
1,0,Farkas,64,22.201684,28.762478,28.214346,22.635258,34.000000,34.000000,0.133789,0.144200,0.133789,0.772245,587,2207,3600.000000,64,6,0,SYMPHONY,1,5,3,0,52,0,0,0,0,0,0,16,1
10,0,Farkas,64,18.563829,22.047619,18.563829,19.829282,31.000000,31.000000,0.123848,0.132450,0.123848,1.005894,815,2711,3600.000000,64,6,0,SYMPHONY,1,1,0,1,42,0,0,0,0,0,0,10,1
2,0,Farkas,64,23.725182,30.507246,28.557358,23.972968,34.000000,34.000000,0.132270,0.146188,0.132270,0.603678,423,1641,3600.000000,64,6,0,SYMPHONY,1,5,3,0,54,0,0,0,0,0,0,15,1
3,0,Farkas,64,21.139658,28.382248,28.071797,21.844937,33.000000,33.000000,0.126073,0.138017,0.126073,0.829928,641,2452,3600.000000,64,6,0,SYMPHONY,1,5,3,0,46,0,0,0,0,0,0,13,1
4,0,Farkas,64,23.965366,30.696706,30.309344,24.533849,35.000000,35.000000,0.131511,0.144498,0.131511,0.735202,485,2232,3600.000000,64,6,0,SYMPHONY,1,5,3,0,57,0,0,0,0,0,0,31,1
5,0,Farkas,64,18.040846,24.884590,18.040846,18.675943,26.000000,26.000000,0.126465,0.136272,0.126465,0.227768,68,346,3600.000000,64,6,0,SYMPHONY,1,1,0,1,48,0,0,0,0,0,0,7,1
6,0,Farkas,64,20.173081,27.500000,27.280700,21.012834,33.000000,33.000000,0.128737,0.139569,0.128737,0.902195,705,2677,3600.000000,64,6,0,SYMPHONY,1,4,2,0,54,0,0,0,0,0,0,11,1
7,0,Farkas,64,19.786350,21.051572,19.786350,20.345043,32.000000,32.000000,0.129132,0.137308,0.129132,0.936342,740,2514,3600.000000,64,6,0,SYMPHONY,1,0,0,2,53,0,0,0,0,0,0,8,1
8,0,Farkas,64,22.108334,28.969677,22.108334,23.178728,31.000000,31.000000,0.124777,0.135005,0.124777,0.395592,229,805,3600.000000,64,6,0,SYMPHONY,1,1,0,1,45,0,0,0,0,0,0,8,1
9,0,Farkas,64,22.016871,28.063385,27.299562,22.910180,31.000000,31.000000,0.127446,0.139951,0.127446,0.604654,412,1672,3600.000000,64,6,0,SYMPHONY,1,5,3,0,50,0,0,0,0,0,0,18,1
