instanceIndex,seedIndex,vpcGenerator,terms,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,primalBound,vpcGenerationTime,rootDualBoundTime,bestSolutionTime,terminationTime,nodes,iterations,maxTime,actualTerms,numCuts,cutLimit,mipSolver,providePrimalBound,infeasibleTerms,feasibleToInfeasibleTerms,infeasibleToFeasibleTerms,termRemainsFeasibleBasisInfeasible,cutsChangedCoefficients,feasibleTermsPrunedByBound,tighten_disjunction,tighten_matrix_perturbation,tighten_infeasible_to_feasible_term,tighten_feasible_to_infeasible_basis,rootIterations,rootNodes
0,0,None,64,20.570922,20.570922,20.570922,21.483725,34.000000,34.000000,0.000002,0.007401,0.000002,0.890827,928,3188,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,7,1
1,0,None,64,20.551151,20.551151,20.551151,21.086268,30.000000,30.000000,0.000001,0.007329,0.000001,0.199785,196,762,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,7,1
10,0,None,64,21.288251,21.288251,21.288251,22.279324,34.000000,34.000000,0.000002,0.007351,0.000002,0.603170,639,2387,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,10,1
2,0,None,64,19.803534,19.803534,19.803534,21.016723,30.000000,30.000000,0.000002,0.008045,0.000002,0.243782,243,930,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,9,1
3,0,None,64,20.877963,20.877963,20.877963,21.695686,31.000000,31.000000,0.000002,0.007491,0.000002,0.315310,335,1176,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,7,1
4,0,None,64,20.570922,20.570922,20.570922,21.483725,34.000000,34.000000,0.000001,0.007183,0.000001,1.010672,1114,3887,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,7,1
5,0,None,64,20.279521,20.279521,20.279521,20.679515,33.000000,33.000000,0.000001,0.007630,0.000001,0.715698,771,2582,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,6,1
6,0,None,64,20.296297,20.296297,20.296297,20.645922,34.000000,34.000000,0.000002,0.007587,0.000002,0.743473,796,2902,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,10,1
7,0,None,64,21.433112,21.433112,21.433112,21.726244,34.000000,34.000000,0.000001,0.009015,0.000001,0.396019,376,1545,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,10,1
8,0,None,64,21.291297,21.291297,21.291297,21.970728,33.000000,33.000000,0.000002,0.010117,0.000002,0.389770,398,1556,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,8,1
9,0,None,64,18.128317,18.128317,18.128317,18.928573,30.000000,30.000000,0.000001,0.007543,0.000001,0.281911,277,1241,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,6,1
