instanceIndex,seedIndex,vpcGenerator,terms,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,primalBound,vpcGenerationTime,rootDualBoundTime,bestSolutionTime,terminationTime,nodes,iterations,maxTime,actualTerms,numCuts,cutLimit,mipSolver,providePrimalBound,infeasibleTerms,feasibleToInfeasibleTerms,infeasibleToFeasibleTerms,termRemainsFeasibleBasisInfeasible,cutsChangedCoefficients,feasibleTermsPrunedByBound,tighten_disjunction,tighten_matrix_perturbation,tighten_infeasible_to_feasible_term,tighten_feasible_to_infeasible_basis,rootIterations,rootNodes
0,0,New,64,20.570922,30.168224,29.912589,21.483725,34.000000,34.000000,1.552623,1.567506,1.552623,2.353530,726,3027,3600.000000,64,6,6,SYMPHONY,1,2,0,0,0,0,0,0,0,0,0,19,1
1,0,Farkas,64,30.627389,34.632913,30.627389,33.106375,56.000000,56.000000,0.178334,0.194750,0.178334,2.259867,1804,8448,3600.000000,64,6,0,SYMPHONY,1,30,28,0,34,0,0,0,0,0,0,17,1
10,0,Farkas,64,19.796967,22.702409,19.796967,20.314370,25.000000,25.000000,0.158379,0.168891,0.158379,0.270182,81,354,3600.000000,64,6,0,SYMPHONY,1,9,9,2,53,0,0,0,0,0,0,18,1
2,0,Farkas,64,30.431036,33.753781,30.431036,30.836147,44.000000,44.000000,0.169226,0.176443,0.169226,1.571371,1211,4790,3600.000000,64,6,0,SYMPHONY,1,7,6,1,56,0,0,0,0,0,0,8,1
3,0,Farkas,64,24.133896,29.081205,24.133896,25.786042,35.000000,35.000000,0.140061,0.148250,0.140061,0.579306,341,1349,3600.000000,64,6,0,SYMPHONY,1,12,10,0,50,0,0,0,0,0,0,7,1
4,0,Farkas,64,32.460951,35.234401,32.460951,34.415470,47.000000,47.000000,0.168951,0.180653,0.168951,1.138542,855,3239,3600.000000,64,6,0,SYMPHONY,1,22,20,0,42,0,0,0,0,0,0,12,1
5,0,Farkas,64,21.653160,24.819514,21.653160,21.661922,30.000000,30.000000,0.135931,0.147253,0.135931,0.711657,524,1738,3600.000000,64,6,0,SYMPHONY,1,1,0,1,60,0,0,0,0,0,0,13,1
6,0,Farkas,64,21.514743,23.677661,21.514743,22.283262,26.000000,26.000000,0.147409,0.153755,0.147409,0.353480,185,575,3600.000000,64,6,0,SYMPHONY,1,2,1,1,59,0,0,0,0,0,0,9,1
7,0,Farkas,64,26.543742,29.814491,26.543742,28.837792,43.000000,43.000000,0.166247,0.176529,0.166247,1.750679,1400,5638,3600.000000,64,6,0,SYMPHONY,1,24,22,0,40,0,0,0,0,0,0,12,1
8,0,Farkas,64,33.948980,35.618916,33.948980,34.868472,45.000000,45.000000,0.171733,0.182420,0.171733,0.954150,661,2974,3600.000000,64,6,0,SYMPHONY,1,26,24,0,38,0,0,0,0,0,0,12,1
9,0,Farkas,64,36.282748,42.943452,36.282748,37.876529,49.000000,49.000000,0.168583,0.178048,0.168583,0.414418,196,946,3600.000000,64,6,0,SYMPHONY,1,31,29,0,33,0,0,0,0,0,0,15,1
