instanceIndex,seedIndex,vpcGenerator,terms,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,primalBound,vpcGenerationTime,rootDualBoundTime,bestSolutionTime,terminationTime,nodes,iterations,maxTime,actualTerms,numCuts,cutLimit,mipSolver,providePrimalBound,infeasibleTerms,feasibleToInfeasibleTerms,infeasibleToFeasibleTerms,termRemainsFeasibleBasisInfeasible,cutsChangedCoefficients,feasibleTermsPrunedByBound,tighten_disjunction,tighten_matrix_perturbation,tighten_infeasible_to_feasible_term,tighten_feasible_to_infeasible_basis,rootIterations,rootNodes
0,0,New,64,20.570922,30.168224,29.912589,21.483725,34.000000,34.000000,1.543240,1.558214,1.543240,2.345549,726,3027,3600.000000,64,6,6,SYMPHONY,1,2,0,0,0,0,0,0,0,0,0,19,1
1,0,Farkas,64,21.074367,26.302593,23.181636,22.428025,31.000000,31.000000,0.134124,0.148518,0.134124,0.559281,355,1442,3600.000000,64,6,0,SYMPHONY,1,3,1,0,57,0,0,0,0,0,0,10,1
10,0,Farkas,64,27.468916,29.660903,27.468916,27.690867,44.000000,44.000000,0.147810,0.158554,0.147810,1.765003,1482,5493,3600.000000,64,6,0,SYMPHONY,1,5,4,1,58,0,0,0,0,0,0,12,1
2,0,Farkas,64,17.729537,17.857143,17.729537,18.902392,27.000000,27.000000,0.135847,0.140805,0.135847,0.562669,388,1240,3600.000000,64,6,0,SYMPHONY,1,0,0,2,60,0,0,0,0,0,0,3,1
3,0,Farkas,64,24.348434,30.405378,24.348434,24.955489,38.000000,38.000000,0.146179,0.160526,0.146179,1.149708,865,3699,3600.000000,64,6,0,SYMPHONY,1,4,3,1,58,0,0,0,0,0,0,13,1
4,0,Farkas,64,25.119702,29.493765,28.957589,26.037340,31.000000,31.000000,0.140565,0.150946,0.140565,0.334225,156,650,3600.000000,64,6,0,SYMPHONY,1,13,11,0,48,0,0,0,0,0,0,14,1
5,0,Farkas,64,24.776456,29.166573,26.282713,25.113685,38.000000,38.000000,0.145662,0.159844,0.145662,1.356345,1087,4157,3600.000000,64,6,0,SYMPHONY,1,15,13,0,47,0,0,0,0,0,0,11,1
6,0,Farkas,64,23.342901,26.800302,24.011060,24.836102,38.000000,38.000000,0.145636,0.160984,0.145636,1.525467,1243,4835,3600.000000,64,6,0,SYMPHONY,1,6,4,0,58,0,0,0,0,0,0,16,1
7,0,Farkas,64,20.496612,20.529313,20.496612,20.522607,31.000000,31.000000,0.138333,0.147696,0.138333,0.714070,497,1841,3600.000000,64,6,0,SYMPHONY,1,1,0,1,59,0,0,0,0,0,0,9,1
8,0,Farkas,64,22.160733,27.592704,25.444258,22.500000,34.000000,34.000000,0.135317,0.143152,0.135317,1.001381,744,2909,3600.000000,64,6,0,SYMPHONY,1,9,7,0,49,0,0,0,0,0,0,11,1
9,0,Farkas,64,18.735055,21.943672,18.735055,19.559199,30.000000,30.000000,0.141789,0.154386,0.141789,0.837032,605,2304,3600.000000,64,6,0,SYMPHONY,1,2,2,2,58,0,0,0,0,0,0,15,1
