instanceIndex,seedIndex,vpcGenerator,terms,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,primalBound,vpcGenerationTime,rootDualBoundTime,bestSolutionTime,terminationTime,nodes,iterations,maxTime,actualTerms,numCuts,cutLimit,mipSolver,providePrimalBound,infeasibleTerms,feasibleToInfeasibleTerms,infeasibleToFeasibleTerms,termRemainsFeasibleBasisInfeasible,cutsChangedCoefficients,feasibleTermsPrunedByBound,tighten_disjunction,tighten_matrix_perturbation,tighten_infeasible_to_feasible_term,tighten_feasible_to_infeasible_basis,rootIterations,rootNodes
0,0,DisjWarmStart,64,20.570922,21.483725,20.570922,21.483725,34.000000,34.000000,0.000002,0.007533,0.000002,0.875322,928,3188,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,7,1
1,0,DisjWarmStart,64,22.201684,33.391567,22.201684,33.391567,34.000000,34.000000,0.000002,0.000387,0.000002,0.355647,1589,336,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,0,794
10,0,DisjWarmStart,64,18.563829,22.152419,18.563829,22.152419,31.000000,31.000000,0.000002,0.000344,0.000002,0.379146,1599,591,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,0,794
2,0,DisjWarmStart,64,23.725182,31.175000,23.725182,31.175000,34.000000,34.000000,0.000002,0.000364,0.000002,0.353206,1603,214,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,0,799
3,0,DisjWarmStart,64,21.139658,32.264591,21.139658,32.264591,33.000000,33.000000,0.000001,0.000361,0.000001,0.353190,1603,203,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,0,801
4,0,DisjWarmStart,64,23.965366,34.146633,23.965366,34.146633,35.000000,35.000000,0.000002,0.000383,0.000002,0.343229,1603,253,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,0,801
5,0,DisjWarmStart,64,18.040846,23.902500,18.040846,23.902500,26.000000,26.000000,0.000001,0.000337,0.000001,0.370227,1603,476,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,0,801
6,0,DisjWarmStart,64,20.173081,28.000000,20.173081,28.000000,33.000000,33.000000,0.000002,0.000359,0.000002,0.376443,1603,541,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,0,801
7,0,DisjWarmStart,64,19.786350,22.519796,19.786350,22.519796,32.000000,32.000000,0.000001,0.000366,0.000001,0.401460,1627,649,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,0,801
8,0,DisjWarmStart,64,22.108334,30.257426,22.108334,30.257426,31.000000,31.000000,0.000002,0.000367,0.000002,0.354418,1627,189,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,0,813
9,0,DisjWarmStart,64,22.016871,29.666667,22.016871,29.666667,31.000000,31.000000,0.000003,0.000354,0.000003,0.351545,1627,121,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,0,813
